epoch,generation,walltime_sec,pure_train_chi2,test_chi2,test1_frac,test2_frac,test3_frac,test4_frac,test5_frac,test6_frac,test7_frac,test8_frac,other_frac,other_chi2,other_n_classes,l1_loss,l2_loss,regularization_loss,density,n_zero_edges,n_classes,doubled_class,seed,l1_scale,l2_scale,num_epoch,train_class_idx,replicate_uid
0,0,6.983072519302368,0.998003,0.998008,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.999,0.05473441409377345,1873,0.0,0.0,0.0,1.0,0,3,-1,1,0.995,0.005,100,"0,3,6",8417d233-ee2f-4652-bc1a-95fdddda9767
1,100,6.991106986999512,0.998003,0.998008,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.999,0.05435866296727157,1874,2.0331670826930875e-05,6.424587422853731e-10,4.450724811176203e-06,1.0,0,3,-1,1,0.995,0.005,100,"0,3,6",8417d233-ee2f-4652-bc1a-95fdddda9767
2,200,6.996814250946045,0.998003,0.998008,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.999,0.05473441409377345,1873,2.8007899324846697e-05,1.2128006267073632e-09,6.1311595943280165e-06,1.0,0,3,-1,1,0.995,0.005,100,"0,3,6",8417d233-ee2f-4652-bc1a-95fdddda9767
3,300,7.0024733543396,0.998003,0.998008,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.999,0.05473441409377345,1873,3.523481550180076e-05,1.877616418772597e-09,7.713257860463754e-06,1.0,0,3,-1,1,0.995,0.005,100,"0,3,6",8417d233-ee2f-4652-bc1a-95fdddda9767
4,400,7.008105278015137,0.998003,0.998008,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.999,0.05473441409377345,1873,3.713460321533411e-05,2.1254402824977824e-09,8.129168477490312e-06,1.0,0,3,-1,1,0.995,0.005,100,"0,3,6",8417d233-ee2f-4652-bc1a-95fdddda9767
5,500,7.013811349868774,0.998003,0.998008,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.999,0.05435866296727157,1874,4.122725687003108e-05,2.6983934265864183e-09,9.025159223600856e-06,1.0,0,3,-1,1,0.995,0.005,100,"0,3,6",8417d233-ee2f-4652-bc1a-95fdddda9767
6,600,7.0196239948272705,0.998003,0.998008,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.999,0.05473441409377345,1873,4.457268245613829e-05,3.113275866114858e-09,9.757551712063235e-06,1.0,0,3,-1,1,0.995,0.005,100,"0,3,6",8417d233-ee2f-4652-bc1a-95fdddda9767
7,700,7.025343656539917,0.998003,0.998008,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.999,0.05435866296727157,1874,4.849312567499952e-05,3.7077965936990717e-09,1.0615849691610197e-05,1.0,0,3,-1,1,0.995,0.005,100,"0,3,6",8417d233-ee2f-4652-bc1a-95fdddda9767
8,800,7.030976057052612,0.998003,0.998008,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.999,0.0539819098377657,1875,5.769735829968312e-05,5.000966059692961e-09,1.2630901915351978e-05,1.0,0,3,-1,1,0.995,0.005,100,"0,3,6",8417d233-ee2f-4652-bc1a-95fdddda9767
9,900,7.0366270542144775,0.998003,0.998008,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.999,0.05435866296727157,1874,5.9238515773487516e-05,5.626045701915886e-09,1.296838005149978e-05,1.0,0,3,-1,1,0.995,0.005,100,"0,3,6",8417d233-ee2f-4652-bc1a-95fdddda9767
